ending,frequency,probability
टूटे,17,1.2855443561956053e-05
गांधी,25,1.890506406170008e-05
ट्रेलर..,7,5.293417937276022e-06
शिवाय..,7,5.293417937276022e-06
शिवाय,7,5.293417937276022e-06
वापसी.,7,5.293417937276022e-06
उपाय,45,3.402911531106014e-05
मारोगे,7,5.293417937276022e-06
कुचला,7,5.293417937276022e-06
पटका,7,5.293417937276022e-06
खेला,120,9.074430749616038e-05
अंगूठी,7,5.293417937276022e-06
स्थापना,7,5.293417937276022e-06
मनाएगी,10,7.5620256246800315e-06
एक्टर,21,1.588025381182807e-05
मरे,14,1.0586835874552044e-05
हां,59,4.461595118561219e-05
महल,21,1.588025381182807e-05
तस्वीरें,19,1.4367848686892061e-05
रोड,7,5.293417937276022e-06
बिल्डिंगें,7,5.293417937276022e-06
समझिए,19,1.4367848686892061e-05
मदरसा,7,5.293417937276022e-06
मैदान,7,5.293417937276022e-06
बटोरे,11,8.318228187148034e-06
चुनी,33,2.4954684561444106e-05
बुमराह,7,5.293417937276022e-06
बेनेट,7,5.293417937276022e-06
सुझाया,25,1.890506406170008e-05
सेजल,7,5.293417937276022e-06
,95,7.183924343446031e-05
एजेंसी,7,5.293417937276022e-06
कैसे.,12,9.074430749616038e-06
बनायेगा,7,5.293417937276022e-06
प्रियंका,7,5.293417937276022e-06
एम.एम,21,1.588025381182807e-05
केरोसीन..,7,5.293417937276022e-06
रहो,66,4.990936912288821e-05
रहते,53,4.007873581080417e-05
निभाएगा,22,1.663645637429607e-05
मानती,7,5.293417937276022e-06
रोकेंगे,30,2.2686076874040095e-05
मांगेंगे,52,3.932253324833617e-05
धमकाया,27,2.0417469186636087e-05
रोया,35,2.646708968638011e-05
समझया,7,5.293417937276022e-06
लाई,54,4.0834938373272175e-05
अपनाएंगे,18,1.3611646124424057e-05
बरतेंगे,7,5.293417937276022e-06
चूकी,7,5.293417937276022e-06
नौटंकी,7,5.293417937276022e-06
उठाता,21,1.588025381182807e-05
वृद्धि,24,1.8148861499232076e-05
उतरा,65,4.915316656042021e-05
बटोरी,26,1.9661266624168084e-05
सुनाऐ,7,5.293417937276022e-06
मुलाकात,47,3.554152043599615e-05
मुश्किल,26,1.9661266624168084e-05
स्वतंत्रता,7,5.293417937276022e-06
जुटी,34,2.5710887123912107e-05
घोष,7,5.293417937276022e-06
यादें,10,7.5620256246800315e-06
ढूंढेंगे,7,5.293417937276022e-06
करोगी,20,1.5124051249360063e-05
पायें,7,5.293417937276022e-06
नदारद,23,1.7392658936764072e-05
पहुंचती,12,9.074430749616038e-06
सैलरी,31,2.34422794365081e-05
करेगे,9,6.805823062212029e-06
काटेंगे,11,8.318228187148034e-06
सीखेंगे,25,1.890506406170008e-05
राजतिलक,7,5.293417937276022e-06
जुटाए,38,2.8735697373784122e-05
टी.एस,7,5.293417937276022e-06
कबीरपंथी,7,5.293417937276022e-06
बनवाए,19,1.4367848686892061e-05
आते,107,8.091367418407634e-05
बच्चे,19,1.4367848686892061e-05
सिद्दीकी,14,1.0586835874552044e-05
आजमी,7,5.293417937276022e-06
गाएंगीं,7,5.293417937276022e-06
दागी,16,1.2099240999488051e-05
राज..,21,1.588025381182807e-05
पातीं..,7,5.293417937276022e-06
छिपाएं,7,5.293417937276022e-06
फूटेगा,7,5.293417937276022e-06
घसीटा,17,1.2855443561956053e-05
अतिरिक्त,7,5.293417937276022e-06
खीचेंगे,7,5.293417937276022e-06
क्या..,39,2.9491899936252126e-05
लिखें,38,2.8735697373784122e-05
जे.बी,7,5.293417937276022e-06
मुबारकबाद,7,5.293417937276022e-06
कभी,28,2.1173671749104088e-05
पर्सन,7,5.293417937276022e-06
दें..,7,5.293417937276022e-06
जोर,13,9.830633312084042e-06
पहचान,17,1.2855443561956053e-05
अंश..,38,2.8735697373784122e-05
सीखी,39,2.9491899936252126e-05
एस.ए,13,9.830633312084042e-06
फेंका,82,6.200861012237627e-05
बैठीं,7,5.293417937276022e-06
हवा..,7,5.293417937276022e-06
इलाज,12,9.074430749616038e-06
वारदात,14,1.0586835874552044e-05
बिछाया,35,2.646708968638011e-05
पहनाई,7,5.293417937276022e-06
लपेटा,7,5.293417937276022e-06
है...,37,2.7979494811316118e-05
सरप्राइज,7,5.293417937276022e-06
ठहरी,21,1.588025381182807e-05
फूंका,24,1.8148861499232076e-05
नजर..,23,1.7392658936764072e-05
आहे,9,6.805823062212029e-06
पाहिजे,8,6.049620499744026e-06
लगवाओ,7,5.293417937276022e-06
जुलाई,7,5.293417937276022e-06
बांधा,53,4.007873581080417e-05
खिलादे,7,5.293417937276022e-06
हंसाया,40,3.0248102498720126e-05
खरीदा,55,4.159114093574017e-05
रहूंगा,30,2.2686076874040095e-05
रहूँगा,7,5.293417937276022e-06
चेतावनी,17,1.2855443561956053e-05
जानें,39,2.9491899936252126e-05
मुलाकात..,7,5.293417937276022e-06
देखूंगी,10,7.5620256246800315e-06
देखोगी,7,5.293417937276022e-06
हूँ,59,4.461595118561219e-05
चाहूंगी,89,6.730202805965229e-05
मैं,27,2.0417469186636087e-05
सुरक्षा,8,6.049620499744026e-06
चुहिया,16,1.2099240999488051e-05
भागेगा,8,6.049620499744026e-06
अनुमान,28,2.1173671749104088e-05
आसार,18,1.3611646124424057e-05
पानी,35,2.646708968638011e-05
ओ.एन.वी,8,6.049620499744026e-06
...,61,4.6128356310548194e-05
पीयें,8,6.049620499744026e-06
अंदर,37,2.7979494811316118e-05
क्यूट,8,6.049620499744026e-06
कहलायेगा,8,6.049620499744026e-06
ट्रांजिट,16,1.2099240999488051e-05
कहेगा,26,1.9661266624168084e-05
उतरेगा,26,1.9661266624168084e-05
मुख्यालय,8,6.049620499744026e-06
कौआ,8,6.049620499744026e-06
खरीदी,37,2.7979494811316118e-05
पार,8,6.049620499744026e-06
सकेंगी,82,6.200861012237627e-05
जीतेंगे,65,4.915316656042021e-05
भइया,8,6.049620499744026e-06
जय,20,1.5124051249360063e-05
लगवाये,8,6.049620499744026e-06
दिलाए,23,1.7392658936764072e-05
खोलेंगे,16,1.2099240999488051e-05
बीता,32,2.4198481998976103e-05
टक्कर,24,1.8148861499232076e-05
उलटफेर,16,1.2099240999488051e-05
पाठक,32,2.4198481998976103e-05
बतायेंगे,16,1.2099240999488051e-05
खेर,8,6.049620499744026e-06
कल,10,7.5620256246800315e-06
फेंके,43,3.2516710186124134e-05
पहचानिए,24,1.8148861499232076e-05
लहराई,16,1.2099240999488051e-05
सीखा,38,2.8735697373784122e-05
सवाल..,8,6.049620499744026e-06
भुलाकर..,16,1.2099240999488051e-05
खेलेंगे,37,2.7979494811316118e-05
सुधरेगा,11,8.318228187148034e-06
जिओगे,16,1.2099240999488051e-05
करोगो,8,6.049620499744026e-06
चलती,22,1.663645637429607e-05
जल्द,8,6.049620499744026e-06
बा..,8,6.049620499744026e-06
मिलाए,8,6.049620499744026e-06
पिलाया,12,9.074430749616038e-06
करवाएगी,28,2.1173671749104088e-05
प्रा.लि,8,6.049620499744026e-06
उतरी,38,2.8735697373784122e-05
चाहें,8,6.049620499744026e-06
लो..,25,1.890506406170008e-05
पाएंगे..,28,2.1173671749104088e-05
फायदे..,19,1.4367848686892061e-05
बैठेंगे,31,2.34422794365081e-05
बेची,10,7.5620256246800315e-06
कोसा,8,6.049620499744026e-06
मर्द,9,6.805823062212029e-06
समझेंगे,25,1.890506406170008e-05
स्टेज,8,6.049620499744026e-06
स्किन,8,6.049620499744026e-06
छीनेगी,18,1.3611646124424057e-05
निकालो,8,6.049620499744026e-06
बनना,21,1.588025381182807e-05
बहुत,14,1.0586835874552044e-05
गई.,17,1.2855443561956053e-05
भागी,42,3.176050762365614e-05
धोएंगे,8,6.049620499744026e-06
डिसूजा,8,6.049620499744026e-06
मीडिया,28,2.1173671749104088e-05
सिक्योरिटी,8,6.049620499744026e-06
दिखें,37,2.7979494811316118e-05
कोहली,8,6.049620499744026e-06
बडी..,8,6.049620499744026e-06
अंबानी,14,1.0586835874552044e-05
फीचर्स..,8,6.049620499744026e-06
चलाएंगे,50,3.781012812340016e-05
मीन,9,6.805823062212029e-06
बिना,9,6.805823062212029e-06
रणनीति,20,1.5124051249360063e-05
कूटनीति,18,1.3611646124424057e-05
दंडनीति,18,1.3611646124424057e-05
ब्रह्मास्त्र,18,1.3611646124424057e-05
अंधेरा,9,6.805823062212029e-06
जाएंगें,9,6.805823062212029e-06
के.सी,41,3.100430506118813e-05
दल,9,6.805823062212029e-06
रोएगा,9,6.805823062212029e-06
श्रीसंत,38,2.8735697373784122e-05
टिप्स..,39,2.9491899936252126e-05
खान..,9,6.805823062212029e-06
फैलाएगा,9,6.805823062212029e-06
महिलाएं,9,6.805823062212029e-06
चरित्र,9,6.805823062212029e-06
प्रश्न,9,6.805823062212029e-06
मंगवाए,9,6.805823062212029e-06
फैलाया,34,2.5710887123912107e-05
धरदबोचा,87,6.578962293471628e-05
निकलेंगे,24,1.8148861499232076e-05
सींचा,9,6.805823062212029e-06
पं,18,1.3611646124424057e-05
परखा,9,6.805823062212029e-06
लूटी,19,1.4367848686892061e-05
प,27,2.0417469186636087e-05
विचार..,18,1.3611646124424057e-05
लाभ,9,6.805823062212029e-06
मिलेंगे..,9,6.805823062212029e-06
रोए,11,8.318228187148034e-06
बचेगा,50,3.781012812340016e-05
पी.पी,9,6.805823062212029e-06
बिल,15,1.1343038437020048e-05
खीचीं,9,6.805823062212029e-06
बसे,9,6.805823062212029e-06
हटते,50,3.781012812340016e-05
बैठेंगें,9,6.805823062212029e-06
लगाते,32,2.4198481998976103e-05
नेतन्याहू,9,6.805823062212029e-06
डालेगा,85,6.427721780978027e-05
डालेंगे,53,4.007873581080417e-05
उपकर,9,6.805823062212029e-06
आर.सी,9,6.805823062212029e-06
गिरावट,9,6.805823062212029e-06
चेक,46,3.4785317873528145e-05
टूटी,9,6.805823062212029e-06
रेंगी,20,1.5124051249360063e-05
विपक्ष,9,6.805823062212029e-06
वाली,51,3.8566330685868164e-05
कहे,28,2.1173671749104088e-05
जमाई,9,6.805823062212029e-06
जिंटा,16,1.2099240999488051e-05
अछूती..,9,6.805823062212029e-06
खोलेंगी..,9,6.805823062212029e-06
रहतीं,19,1.4367848686892061e-05
वस्त्र,9,6.805823062212029e-06
नेचर,9,6.805823062212029e-06
चलवाईं,9,6.805823062212029e-06
गैंगवार..,9,6.805823062212029e-06
गिनाईं,19,1.4367848686892061e-05
निपटेंगे,18,1.3611646124424057e-05
,116,8.771949724628837e-05
गालियां,8,6.049620499744026e-06
सिस्टम..,8,6.049620499744026e-06
गुनहगार,8,6.049620499744026e-06
सीएस,16,1.2099240999488051e-05
उठेंगी,20,1.5124051249360063e-05
बचाईं,8,6.049620499744026e-06
घंटा,16,1.2099240999488051e-05
राजस्व,21,1.588025381182807e-05
नवसंरचना,8,6.049620499744026e-06
रिजल्ट,14,1.0586835874552044e-05
बुलाएगा,8,6.049620499744026e-06
फूटा,21,1.588025381182807e-05
छपेगी,8,6.049620499744026e-06
दिखती,14,1.0586835874552044e-05
दूर..,8,6.049620499744026e-06
किया..,14,1.0586835874552044e-05
साथ..,8,6.049620499744026e-06
राय,8,6.049620499744026e-06
फरमाइए,8,6.049620499744026e-06
आजमायी,18,1.3611646124424057e-05
कमाई,71,5.3690381935228225e-05
अमोस,16,1.2099240999488051e-05
एल.वी,8,6.049620499744026e-06
कहूंगी,20,1.5124051249360063e-05
ह,8,6.049620499744026e-06
तलवारें,8,6.049620499744026e-06
फैलाना,8,6.049620499744026e-06
महादेव,16,1.2099240999488051e-05
खुली,8,6.049620499744026e-06
कराएंगी,10,7.5620256246800315e-06
प्रधानमंत्री,35,2.646708968638011e-05
साहेब,8,6.049620499744026e-06
लिखा..,8,6.049620499744026e-06
जलायें,8,6.049620499744026e-06
जलभराव,8,6.049620499744026e-06
कराची,98,7.410785112186431e-05
खोली,49,3.7053925560932156e-05
होवरक्राफ्ट,8,6.049620499744026e-06
बेचा,18,1.3611646124424057e-05
फेरे,9,6.805823062212029e-06
लेंगीं,9,6.805823062212029e-06
दिक्कत,9,6.805823062212029e-06
डिटेल,9,6.805823062212029e-06
लिस्ट,9,6.805823062212029e-06
मामले,9,6.805823062212029e-06
करेंगे..,9,6.805823062212029e-06
बिताएंगे,44,3.327291274859214e-05
जले,9,6.805823062212029e-06
सलाम,41,3.100430506118813e-05
नाते,9,6.805823062212029e-06
एस.एच.ओ,18,1.3611646124424057e-05
लाली,15,1.1343038437020048e-05
खुलेगी,21,1.588025381182807e-05
ये..,31,2.34422794365081e-05
इतिमारपु,9,6.805823062212029e-06
कौर,18,1.3611646124424057e-05
येंदाला,9,6.805823062212029e-06
निशाना,18,1.3611646124424057e-05
बहेगा,20,1.5124051249360063e-05
मांगते,19,1.4367848686892061e-05
मिला..,9,6.805823062212029e-06
बुरी,9,6.805823062212029e-06
बताऊंगा,40,3.0248102498720126e-05
इजहार,9,6.805823062212029e-06
हनीमून,9,6.805823062212029e-06
हटाएगी,11,8.318228187148034e-06
मजबूत,9,6.805823062212029e-06
दांत,11,8.318228187148034e-06
है.,119,8.998810493369238e-05
रेलवे,18,1.3611646124424057e-05
इटारसी,9,6.805823062212029e-06
हड्डी,9,6.805823062212029e-06
दूं,39,2.9491899936252126e-05
रखूं,9,6.805823062212029e-06
बताएगी,37,2.7979494811316118e-05
आवाजाही,9,6.805823062212029e-06
आएंगे..,9,6.805823062212029e-06
समझता,9,6.805823062212029e-06
चलाएगा,39,2.9491899936252126e-05
खुलवाएंगे,9,6.805823062212029e-06
शुक्ला,45,3.402911531106014e-05
जुटेहैं,9,6.805823062212029e-06
सरकारें,9,6.805823062212029e-06
उठेंगे,17,1.2855443561956053e-05
डांटे,9,6.805823062212029e-06
सब,22,1.663645637429607e-05
बोलना,17,1.2855443561956053e-05
जेपी,9,6.805823062212029e-06
बोलेगा,12,9.074430749616038e-06
भुनाया,24,1.8148861499232076e-05
पीएम,86,6.503342037224827e-05
वो,51,3.8566330685868164e-05
वार,9,6.805823062212029e-06
भावनाएं,9,6.805823062212029e-06
वहीं,9,6.805823062212029e-06
उछाला,13,9.830633312084042e-06
जला,9,6.805823062212029e-06
मेरी,14,1.0586835874552044e-05
नही,59,4.461595118561219e-05
घायल,9,6.805823062212029e-06
टटोली,9,6.805823062212029e-06
झुकाया,9,6.805823062212029e-06
बोलूंगा,32,2.4198481998976103e-05
हटावाया,19,1.4367848686892061e-05
ठानी,66,4.990936912288821e-05
बैठाया,22,1.663645637429607e-05
चौ,9,6.805823062212029e-06
जान...,18,1.3611646124424057e-05
ठग,9,6.805823062212029e-06
लुक,76,5.7471394747568244e-05
भांजी,9,6.805823062212029e-06
बेचो,19,1.4367848686892061e-05
आपका,9,6.805823062212029e-06
बिका,17,1.2855443561956053e-05
थे..,13,9.830633312084042e-06
कैफ,19,1.4367848686892061e-05
आपने,43,3.2516710186124134e-05
झलकी,9,6.805823062212029e-06
उसमें,28,2.1173671749104088e-05
फूल,9,6.805823062212029e-06
भेजे,60,4.537215374808019e-05
हीरोइन,14,1.0586835874552044e-05
डालिए,39,2.9491899936252126e-05
पीना,9,6.805823062212029e-06
पहना,47,3.554152043599615e-05
बंधाया,10,7.5620256246800315e-06
पाजी,10,7.5620256246800315e-06
साहब,23,1.7392658936764072e-05
बंद,30,2.2686076874040095e-05
आसिम,10,7.5620256246800315e-06
हुए..,15,1.1343038437020048e-05
जाएगे,10,7.5620256246800315e-06
रहता,82,6.200861012237627e-05
एम.बी,10,7.5620256246800315e-06
रणबीर,16,1.2099240999488051e-05
विजेता,10,7.5620256246800315e-06
फौज,10,7.5620256246800315e-06
वसूली,28,2.1173671749104088e-05
निकालेगी,34,2.5710887123912107e-05
मुंबई,10,7.5620256246800315e-06
आंदोलन,42,3.176050762365614e-05
पात,10,7.5620256246800315e-06
देखती,18,1.3611646124424057e-05
भरोसा,10,7.5620256246800315e-06
उभरेंगे,21,1.588025381182807e-05
कहलाए,22,1.663645637429607e-05
गाना..,10,7.5620256246800315e-06
दिखेगी,79,5.974000243497225e-05
घूमेगी,20,1.5124051249360063e-05
हार,45,3.402911531106014e-05
देखेगा,37,2.7979494811316118e-05
अगस्त,10,7.5620256246800315e-06
किला,10,7.5620256246800315e-06
खारिज,15,1.1343038437020048e-05
युद्ध,10,7.5620256246800315e-06
सोचिए,20,1.5124051249360063e-05
आप..,10,7.5620256246800315e-06
रुको..,10,7.5620256246800315e-06
पिटी,17,1.2855443561956053e-05
हटो,10,7.5620256246800315e-06
खाइए,19,1.4367848686892061e-05
ट्रेकिंग,10,7.5620256246800315e-06
पीएं,10,7.5620256246800315e-06
बचाएगा,10,7.5620256246800315e-06
मंगवाएंगे,10,7.5620256246800315e-06
सुविधा,13,9.830633312084042e-06
स्ट्राइक,22,1.663645637429607e-05
तरफ,40,3.0248102498720126e-05
पहनी,20,1.5124051249360063e-05
बुरा,12,9.074430749616038e-06
बचाएगी,32,2.4198481998976103e-05
मुसलमान,35,2.646708968638011e-05
गुंडागर्दी,10,7.5620256246800315e-06
निभाऊंगा,10,7.5620256246800315e-06
पहुँचे,10,7.5620256246800315e-06
बहनों,10,7.5620256246800315e-06
तौबा,10,7.5620256246800315e-06
हम,20,1.5124051249360063e-05
सुनिए,17,1.2855443561956053e-05
हमें,10,7.5620256246800315e-06
कुर्सियां,20,1.5124051249360063e-05
पापा,17,1.2855443561956053e-05
दिखाएं,104,7.864506649667233e-05
सावधान,10,7.5620256246800315e-06
सुनोगे...,20,1.5124051249360063e-05
नटखट,10,7.5620256246800315e-06
कबूली,33,2.4954684561444106e-05
कहानी...,20,1.5124051249360063e-05
सीएम,14,1.0586835874552044e-05
गुजरात,14,1.0586835874552044e-05
जन्मदिन,10,7.5620256246800315e-06
बिकेगी,33,2.4954684561444106e-05
गैंगरेप,17,1.2855443561956053e-05
कराये,10,7.5620256246800315e-06
सस्ती,10,7.5620256246800315e-06
ओर,33,2.4954684561444106e-05
विपक्षी,10,7.5620256246800315e-06
शिलान्यास,16,1.2099240999488051e-05
जिम्मा,11,8.318228187148034e-06
खत्म,44,3.327291274859214e-05
भरवाएगी,10,7.5620256246800315e-06
हैैं,22,1.663645637429607e-05
भागीदारी,16,1.2099240999488051e-05
गयाहै,10,7.5620256246800315e-06
दिखाऊं,12,9.074430749616038e-06
तिवारी,12,9.074430749616038e-06
देखे,64,4.8396963997952206e-05
चलना,20,1.5124051249360063e-05
यूएसए,10,7.5620256246800315e-06
फेंकना,10,7.5620256246800315e-06
बदलेगी,22,1.663645637429607e-05
सुन,10,7.5620256246800315e-06
डन,10,7.5620256246800315e-06
मानेगी,10,7.5620256246800315e-06
भूले,15,1.1343038437020048e-05
बोल..,10,7.5620256246800315e-06
समय,10,7.5620256246800315e-06
वजूद,10,7.5620256246800315e-06
पाक,10,7.5620256246800315e-06
बिरयानी,10,7.5620256246800315e-06
बंद..,10,7.5620256246800315e-06
रहा..,13,9.830633312084042e-06
,148,0.00011191797924526447
आये,48,3.629772299846415e-05
निपटे,10,7.5620256246800315e-06
अनिवार्य,10,7.5620256246800315e-06
लौटाएगा,10,7.5620256246800315e-06
मनाएगा,31,2.34422794365081e-05
महत्व,10,7.5620256246800315e-06
क्यों..,10,7.5620256246800315e-06
बताऊंगी,10,7.5620256246800315e-06
घूरा,10,7.5620256246800315e-06
लागू..,10,7.5620256246800315e-06
बनाइए,23,1.7392658936764072e-05
जनाब,10,7.5620256246800315e-06
समस्या,10,7.5620256246800315e-06
स्ट्रेस,10,7.5620256246800315e-06
सोचते,39,2.9491899936252126e-05
सुलझती,10,7.5620256246800315e-06
रहकर,10,7.5620256246800315e-06
जमीन,26,1.9661266624168084e-05
अवंतिका,10,7.5620256246800315e-06
व्यक्तित्व,10,7.5620256246800315e-06
सहेजें,10,7.5620256246800315e-06
व्रत,20,1.5124051249360063e-05
भिंडर,10,7.5620256246800315e-06
ऐ.के,10,7.5620256246800315e-06
धुना,10,7.5620256246800315e-06
बनते,11,8.318228187148034e-06
जुटाई,25,1.890506406170008e-05
असर..,10,7.5620256246800315e-06
पोती,21,1.588025381182807e-05
खिलाएगी,18,1.3611646124424057e-05
चयन,10,7.5620256246800315e-06
दौरान,39,2.9491899936252126e-05
पुकारा,10,7.5620256246800315e-06
मसाले..,10,7.5620256246800315e-06
मजबूती..,10,7.5620256246800315e-06
काम..,10,7.5620256246800315e-06
अभिव्यक्ति,10,7.5620256246800315e-06
विस्तार,10,7.5620256246800315e-06
रुकवाया,10,7.5620256246800315e-06
ड्रेस,22,1.663645637429607e-05
समर्थक,33,2.4954684561444106e-05
फूंका..,10,7.5620256246800315e-06
गुटबाजी,10,7.5620256246800315e-06
समझना,10,7.5620256246800315e-06
खल्लास,10,7.5620256246800315e-06
जाएगा..,10,7.5620256246800315e-06
डिगा,10,7.5620256246800315e-06
दूसरी,30,2.2686076874040095e-05
सौंपेंगी,10,7.5620256246800315e-06
अपुष्ट,10,7.5620256246800315e-06
हंसता,10,7.5620256246800315e-06
ईयर,10,7.5620256246800315e-06
धमकी,22,1.663645637429607e-05
उलझना,10,7.5620256246800315e-06
जिताएगी,10,7.5620256246800315e-06
खींचे,28,2.1173671749104088e-05
लगवाई,11,8.318228187148034e-06
हिंद..,15,1.1343038437020048e-05
महाभारत,10,7.5620256246800315e-06
जानेगा,10,7.5620256246800315e-06
लेकर..,10,7.5620256246800315e-06
खात्मा,10,7.5620256246800315e-06
मिल,10,7.5620256246800315e-06
संभालो,10,7.5620256246800315e-06
करता..,10,7.5620256246800315e-06
पहुंचें,22,1.663645637429607e-05
नमक,10,7.5620256246800315e-06
फेल,10,7.5620256246800315e-06
प्रहरी,10,7.5620256246800315e-06
विक्रमादित्य,10,7.5620256246800315e-06
होगी.,10,7.5620256246800315e-06
करार,23,1.7392658936764072e-05
फंसाए,22,1.663645637429607e-05
राम,38,2.8735697373784122e-05
झिझक,11,8.318228187148034e-06
थरे,11,8.318228187148034e-06
मंजूरी,11,8.318228187148034e-06
जीडीपी,11,8.318228187148034e-06
फहराया,23,1.7392658936764072e-05
लायेगी,11,8.318228187148034e-06
खुलवाएं,11,8.318228187148034e-06
आपकी,11,8.318228187148034e-06
खोलेगी,13,9.830633312084042e-06
बचता,16,1.2099240999488051e-05
नसबंदी,11,8.318228187148034e-06
भागना,11,8.318228187148034e-06
द,209,0.00015804633555581267
दिखाएगा,30,2.2686076874040095e-05
मान्यता..,11,8.318228187148034e-06
गर्व,11,8.318228187148034e-06
दिशा,11,8.318228187148034e-06
प्रोजेक्ट,11,8.318228187148034e-06
विभाग,14,1.0586835874552044e-05
मुख्यमंत्री,16,1.2099240999488051e-05
बचत,11,8.318228187148034e-06
शो..,11,8.318228187148034e-06
श्रद्धांजलि,11,8.318228187148034e-06
भेजी,30,2.2686076874040095e-05
लिखूंगा,11,8.318228187148034e-06
सोचे,22,1.663645637429607e-05
वजहें..,47,3.554152043599615e-05
बनायेंगे,11,8.318228187148034e-06
रखूंगा,21,1.588025381182807e-05
करें..,69,5.217797681029222e-05
ब्रोज,22,1.663645637429607e-05
गुजरेगा,35,2.646708968638011e-05
मिलियन,11,8.318228187148034e-06
पहुंचाई,84,6.352101524731227e-05
स्वीकारी,12,9.074430749616038e-06
भूलीं,11,8.318228187148034e-06
खेले,47,3.554152043599615e-05
लहराया,48,3.629772299846415e-05
लपका,30,2.2686076874040095e-05
मैरिज,11,8.318228187148034e-06
असर,51,3.8566330685868164e-05
पहुंचा..,11,8.318228187148034e-06
इंडेक्स,11,8.318228187148034e-06
इशिता..,11,8.318228187148034e-06
शुल्क,11,8.318228187148034e-06
मांगें,64,4.8396963997952206e-05
आएंगीं,17,1.2855443561956053e-05
छापी,11,8.318228187148034e-06
लौटेंगे,55,4.159114093574017e-05
पायी,21,1.588025381182807e-05
कल्लूरी,11,8.318228187148034e-06
एस.आर.पी,33,2.4954684561444106e-05
दुश्मन,22,1.663645637429607e-05
रे,31,2.34422794365081e-05
लगाएगा,22,1.663645637429607e-05
लहराए,25,1.890506406170008e-05
सिखाया,36,2.7223292248848114e-05
मुबारक,43,3.2516710186124134e-05
रखिएगा,34,2.5710887123912107e-05
आश्चर्य,11,8.318228187148034e-06
झिझकते,19,1.4367848686892061e-05
रचीं,11,8.318228187148034e-06
शोर..,11,8.318228187148034e-06
शोर,11,8.318228187148034e-06
कम..,11,8.318228187148034e-06
पानी..,11,8.318228187148034e-06
दर्द,50,3.781012812340016e-05
निपटेगी,11,8.318228187148034e-06
चाहिएं,11,8.318228187148034e-06
जिये,11,8.318228187148034e-06
कमिश्नर...,11,8.318228187148034e-06
लिखेगी,22,1.663645637429607e-05
खोलीं,11,8.318228187148034e-06
थिरके,22,1.663645637429607e-05
जिम्मेदार..,11,8.318228187148034e-06
पहुंचाएगा,30,2.2686076874040095e-05
बचेंगे,43,3.2516710186124134e-05
जानी,15,1.1343038437020048e-05
परोसा,29,2.192987431157209e-05
धमका,33,2.4954684561444106e-05
सजी,25,1.890506406170008e-05
पैसा,31,2.34422794365081e-05
एन.वी,12,9.074430749616038e-06
नागपंचमी..,12,9.074430749616038e-06
देरी,12,9.074430749616038e-06
रवाना,27,2.0417469186636087e-05
संदेश,42,3.176050762365614e-05
बी.के,36,2.7223292248848114e-05
आसान,12,9.074430749616038e-06
खेमका,12,9.074430749616038e-06
वर्ष,12,9.074430749616038e-06
पहुंचता,12,9.074430749616038e-06
चलाए,31,2.34422794365081e-05
काटे,42,3.176050762365614e-05
जमाया,70,5.293417937276022e-05
बालन,23,1.7392658936764072e-05
बटोरना,12,9.074430749616038e-06
लेता,44,3.327291274859214e-05
बुलाऊंगा,12,9.074430749616038e-06
छात्र,23,1.7392658936764072e-05
आपको,14,1.0586835874552044e-05
गिफ्ट,12,9.074430749616038e-06
निकलतीं,12,9.074430749616038e-06
पीछे,52,3.932253324833617e-05
दयाल,24,1.8148861499232076e-05
चिरंतन,12,9.074430749616038e-06
ठहरते,12,9.074430749616038e-06
मस्तान,21,1.588025381182807e-05
कविताएं,12,9.074430749616038e-06
लिमिटेड,12,9.074430749616038e-06
यूनिट,21,1.588025381182807e-05
लि,52,3.932253324833617e-05
बहन..,12,9.074430749616038e-06
ठाकरे,12,9.074430749616038e-06
एम.जी,12,9.074430749616038e-06
ई.के,12,9.074430749616038e-06
अपना,12,9.074430749616038e-06
भागा,81,6.125240755990826e-05
घाघरा,12,9.074430749616038e-06
सूझा,24,1.8148861499232076e-05
सजा,24,1.8148861499232076e-05
देखते,12,9.074430749616038e-06
बदलेंगी,12,9.074430749616038e-06
,165,0.00012477342280722053
बताकर,11,8.318228187148034e-06
वी.एन,11,8.318228187148034e-06
ए.पी.जे,11,8.318228187148034e-06
फुटेज,11,8.318228187148034e-06
भारतम,11,8.318228187148034e-06
करोगे,36,2.7223292248848114e-05
बनाऊंगा,23,1.7392658936764072e-05
अहम,14,1.0586835874552044e-05
छोडूंगा,11,8.318228187148034e-06
खोले..,11,8.318228187148034e-06
बोलिए,18,1.3611646124424057e-05
काजोल,11,8.318228187148034e-06
भागेगी,11,8.318228187148034e-06
मचाएगा,11,8.318228187148034e-06
ढाएगा,11,8.318228187148034e-06
अधिकार,11,8.318228187148034e-06
जनवरी,11,8.318228187148034e-06
सौदागर,11,8.318228187148034e-06
घूमो,11,8.318228187148034e-06
प्लाईवाले,11,8.318228187148034e-06
भागेंगे,11,8.318228187148034e-06
बेचीं,11,8.318228187148034e-06
दुकान,11,8.318228187148034e-06
हिट,11,8.318228187148034e-06
खेलते,11,8.318228187148034e-06
होऊंगा,18,1.3611646124424057e-05
छपती,11,8.318228187148034e-06
दिया..,11,8.318228187148034e-06
इंटरव्यू,28,2.1173671749104088e-05
केजरीवाल,15,1.1343038437020048e-05
उम्मीदवार,38,2.8735697373784122e-05
कैमियो,11,8.318228187148034e-06
